case_id,system_type,mode,question,faithfulness,answer_relevancy,context_precision,context_recall,answer_correctness,answer_similarity,ragas_score,ragas_missing_metrics
VZ-QA-094,mixed,hybrid,Name three Vezilka corpus entities with instance type open-access journal and state the core fact for each.,0.5384615384615384,0.7431112188932021,0.0,0.3333333333333333,0.2863480901418092,0.716711365719611,0.4363275910915823,
VZ-QA-095,naive,naive,Name three Vezilka corpus entities with instance type архив and state the core fact for each.,0.5454545454545454,0.8466760184356087,0.0,0.3333333333333333,0.4425582531304933,0.6450697239408072,0.46884864571579793,
VZ-QA-095,graph,mix,Name three Vezilka corpus entities with instance type архив and state the core fact for each.,0.45454545454545453,0.8477227459901946,0.0,0.3333333333333333,0.168067499025768,0.672173895548418,0.41264048807386144,
VZ-QA-095,mixed,hybrid,Name three Vezilka corpus entities with instance type архив and state the core fact for each.,0.9285714285714286,0.816978155120404,0.0,0.3333333333333333,0.18189019213216906,0.7277038719470841,0.49807949685073655,
VZ-QA-096,naive,naive,Name three Vezilka corpus entities with instance type ликовен музеј and state the core fact for each.,0.8571428571428571,0.0,0.0,0.3333333333333333,0.09370903290013402,0.37429485191220824,0.27641334588142213,
VZ-QA-096,graph,mix,Name three Vezilka corpus entities with instance type ликовен музеј and state the core fact for each.,0.25,0.303288266800022,0.0,0.3333333333333333,0.4252966016796077,0.5011180580824489,0.3021727099825687,
VZ-QA-096,mixed,hybrid,Name three Vezilka corpus entities with instance type ликовен музеј and state the core fact for each.,0.5,0.4150325787778895,0.249999999975,0.3333333333333333,0.6837801634820971,0.5533024721102069,0.45590809127975446,
VZ-QA-097,naive,naive,Name three Vezilka corpus entities with instance type манастир and state the core fact for each.,0.42857142857142855,0.8930829176826593,0.0,0.6666666666666666,0.3888257468623514,0.4643938965403148,0.4735901093872368,
VZ-QA-097,graph,mix,Name three Vezilka corpus entities with instance type манастир and state the core fact for each.,0.6875,0.7865745073530487,0.0,0.6666666666666666,0.1294236722797738,0.5176123874643481,0.46462953896063947,
VZ-QA-097,mixed,hybrid,Name three Vezilka corpus entities with instance type манастир and state the core fact for each.,0.875,0.5461007690435263,0.249999999975,0.0,0.29633999846322967,0.5186974622467535,0.41435637162141825,
VZ-QA-098,naive,naive,Name three Vezilka corpus entities with instance type музеј and state the core fact for each.,0.42857142857142855,0.8953711334471647,0.0,0.3333333333333333,0.5016597295999019,0.6218529786049676,0.463464767259466,
VZ-QA-098,graph,mix,Name three Vezilka corpus entities with instance type музеј and state the core fact for each.,0.5,0.7279902452195753,0.0,0.0,0.1503089302966738,0.6013038294273012,0.3299338341572584,
VZ-QA-098,mixed,hybrid,Name three Vezilka corpus entities with instance type музеј and state the core fact for each.,0.0,0.9099253664701635,0.0,0.0,0.14093651486658315,0.5638970660339123,0.2691264912284432,
VZ-QA-099,naive,naive,Name three Vezilka corpus entities with instance type научно списание and state the core fact for each.,0.6666666666666666,0.0,0.0,0.0,0.09116965992516135,0.36469648599010285,0.18708880209698844,
VZ-QA-099,graph,mix,Name three Vezilka corpus entities with instance type научно списание and state the core fact for each.,0.8888888888888888,0.0,0.0,0.0,0.09395759590417507,0.3758303836167003,0.2264461447349607,
VZ-QA-099,mixed,hybrid,Name three Vezilka corpus entities with instance type научно списание and state the core fact for each.,0.8333333333333334,0.7975374528761122,0.0,0.0,0.6284166326295049,0.37144413413234495,0.4384552588285493,
VZ-QA-100,naive,naive,Name three Vezilka corpus entities with instance type паланка and state the core fact for each.,1.0,0.0,0.0,0.0,0.05611147451034465,0.22457867402506254,0.21344835808923454,
VZ-QA-100,graph,mix,Name three Vezilka corpus entities with instance type паланка and state the core fact for each.,1.0,0.0,0.0,0.0,0.04236496333062083,0.1694598533224833,0.20197080277551738,
VZ-QA-100,mixed,hybrid,Name three Vezilka corpus entities with instance type паланка and state the core fact for each.,0.6666666666666666,0.0,0.0,0.0,0.06838696959906967,0.2736270758744361,0.16811345202336206,
